DATE,M2
2001-03-12,5047.4
2001-03-19,5052.9
2001-03-26,5073.1
2001-04-02,5094.8
2001-04-09,5116.5
2001-04-16,5132.8
2001-04-23,5138.0
2001-04-30,5121.7
2001-05-07,5115.0
2001-05-14,5113.9
2001-05-21,5124.9
2001-05-28,5120.4
2001-06-04,5150.9
2001-06-11,5155.2
2001-06-18,5165.4
2001-06-25,5162.2
2001-07-02,5176.0
2001-07-09,5180.2
2001-07-16,5193.4
2001-07-23,5194.4
2001-07-30,5201.9
2001-08-06,5211.6
2001-08-13,5220.7
2001-08-20,5226.7
2001-08-27,5232.1
2001-09-03,5244.2
2001-09-10,5266.3
2001-09-17,5436.9
2001-09-24,5355.1
2001-10-01,5330.2
2001-10-08,5321.1
2001-10-15,5320.5
2001-10-22,5322.8
2001-10-29,5330.2
2001-11-05,5351.1
2001-11-12,5358.2
2001-11-19,5367.1
2001-11-26,5384.1
2001-12-03,5389.4
2001-12-10,5414.0
2001-12-17,5431.4
2001-12-24,5419.7
2001-12-31,5438.8
2002-01-07,5437.0
2002-01-14,5438.7
2002-01-21,5439.3
2002-01-28,5447.9
2002-02-04,5461.9
2002-02-11,5467.6
2002-02-18,5470.5
2002-02-25,5479.1
2002-03-04,5484.8
2002-03-11,5485.2
2002-03-18,5483.6
2002-03-25,5477.9
2002-04-01,5490.5
2002-04-08,5476.7
2002-04-15,5488.7
2002-04-22,5483.9
2002-04-29,5484.9
2002-05-06,5496.9
2002-05-13,5505.8
2002-05-20,5515.8
2002-05-27,5520.1
2002-06-03,5510.6
2002-06-10,5524.2
2002-06-17,5534.7
2002-06-24,5540.2
2002-07-01,5555.0
2002-07-08,5549.5
2002-07-15,5569.3
2002-07-22,5583.1
2002-07-29,5602.8
2002-08-05,5611.0
2002-08-12,5617.2
2002-08-19,5619.0
2002-08-26,5623.9
2002-09-02,5630.0
2002-09-09,5639.4
2002-09-16,5645.2
2002-09-23,5641.9
2002-09-30,5656.0
2002-10-07,5662.9
2002-10-14,5677.6
2002-10-21,5693.7
2002-10-28,5707.0
2002-11-04,5724.5
2002-11-11,5732.8
2002-11-18,5744.1
2002-11-25,5735.8
2002-12-02,5757.7
2002-12-09,5751.9
2002-12-16,5764.9
2002-12-23,5761.0
2002-12-30,5763.0
2003-01-06,5773.8
2003-01-13,5784.0
2003-01-20,5798.1
2003-01-27,5807.1
2003-02-03,5804.3
2003-02-10,5826.6
2003-02-17,5847.7
2003-02-24,5823.7
2003-03-03,5829.4
2003-03-10,5845.1
2003-03-17,5856.4
2003-03-24,5848.2
2003-03-31,5858.7
2003-04-07,5868.3
2003-04-14,5875.1
2003-04-21,5874.1
2003-04-28,5913.5
2003-05-05,5947.9
2003-05-12,5946.9
2003-05-19,5939.4
2003-05-26,5947.9
2003-06-02,5957.2
2003-06-09,5964.4
2003-06-16,5985.9
2003-06-23,5989.3
2003-06-30,6004.0
2003-07-07,6023.1
2003-07-14,6018.5
2003-07-21,6025.2
2003-07-28,6036.1
2003-08-04,6076.5
2003-08-11,6084.1
2003-08-18,6119.3
2003-08-25,6071.9
2003-09-01,6086.2
2003-09-08,6071.9
2003-09-15,6066.6
2003-09-22,6053.7
2003-09-29,6049.4
2003-10-06,6045.4
2003-10-13,6051.6
2003-10-20,6055.5
2003-10-27,6056.3
2003-11-03,6045.0
2003-11-10,6058.1
2003-11-17,6062.4
2003-11-24,6050.1
2003-12-01,6061.6
2003-12-08,6053.0
2003-12-15,6054.6
2003-12-22,6057.0
2003-12-29,6053.7
2004-01-05,6053.6
2004-01-12,6052.2
2004-01-19,6057.1
2004-01-26,6071.5
2004-02-02,6085.3
2004-02-09,6085.1
2004-02-16,6103.9
2004-02-23,6108.3
2004-03-01,6118.0
2004-03-08,6112.9
2004-03-15,6128.7
2004-03-22,6149.1
2004-03-29,6156.5
2004-04-05,6162.2
2004-04-12,6160.6
2004-04-19,6164.1
2004-04-26,6196.2
2004-05-03,6226.8
2004-05-10,6247.9
2004-05-17,6269.6
2004-05-24,6256.6
2004-05-31,6259.8
2004-06-07,6250.5
2004-06-14,6259.8
2004-06-21,6261.0
2004-06-28,6259.7
2004-07-05,6256.9
2004-07-12,6269.8
2004-07-19,6268.4
2004-07-26,6278.6
2004-08-02,6282.1
2004-08-09,6286.3
2004-08-16,6301.9
2004-08-23,6305.9
2004-08-30,6298.6
2004-09-06,6309.0
2004-09-13,6321.3
2004-09-20,6341.9
2004-09-27,6349.2
2004-10-04,6341.7
2004-10-11,6349.1
2004-10-18,6355.5
2004-10-25,6368.5
2004-11-01,6382.2
2004-11-08,6375.0
2004-11-15,6387.7
2004-11-22,6394.1
2004-11-29,6390.5
2004-12-06,6393.4
2004-12-13,6400.1
2004-12-20,6416.6
2004-12-27,6419.7
2005-01-03,6388.3
2005-01-10,6399.1
2005-01-17,6418.8
2005-01-24,6421.2
2005-01-31,6417.7
2005-02-07,6419.3
2005-02-14,6414.0
2005-02-21,6425.2
2005-02-28,6421.5
2005-03-07,6418.2
2005-03-14,6422.7
2005-03-21,6432.4
2005-03-28,6439.1
2005-04-04,6437.6
2005-04-11,6436.5
2005-04-18,6444.0
2005-04-25,6445.5
2005-05-02,6451.6
2005-05-09,6459.8
2005-05-16,6459.1
2005-05-23,6463.2
2005-05-30,6459.7
2005-06-06,6471.4
2005-06-13,6481.2
2005-06-20,6502.0
2005-06-27,6508.6
2005-07-04,6503.5
2005-07-11,6505.9
2005-07-18,6522.0
2005-07-25,6534.9
2005-08-01,6549.7
2005-08-08,6545.6
2005-08-15,6553.3
2005-08-22,6566.6
2005-08-29,6559.1
2005-09-05,6573.7
2005-09-12,6578.7
2005-09-19,6594.6
2005-09-26,6603.8
2005-10-03,6604.5
2005-10-10,6614.8
2005-10-17,6631.0
2005-10-24,6635.3
2005-10-31,6628.5
2005-11-07,6630.0
2005-11-14,6637.5
2005-11-21,6653.2
2005-11-28,6643.1
2005-12-05,6652.3
2005-12-12,6658.7
2005-12-19,6670.4
2005-12-26,6677.4
2006-01-02,6683.2
2006-01-09,6700.9
2006-01-16,6713.6
2006-01-23,6723.9
2006-01-30,6712.8
2006-02-06,6715.5
2006-02-13,6720.9
2006-02-20,6744.4
2006-02-27,6754.9
2006-03-06,6752.3
2006-03-13,6738.0
2006-03-20,6747.1
2006-03-27,6757.4
2006-04-03,6756.7
2006-04-10,6772.7
2006-04-17,6790.5
2006-04-24,6802.0
2006-05-01,6795.9
2006-05-08,6775.4
2006-05-15,6790.7
2006-05-22,6802.9
2006-05-29,6800.1
2006-06-05,6807.6
2006-06-12,6819.1
2006-06-19,6830.7
2006-06-26,6850.6
2006-07-03,6850.3
2006-07-10,6869.7
2006-07-17,6877.6
2006-07-24,6881.2
2006-07-31,6872.6
2006-08-07,6883.5
2006-08-14,6891.9
2006-08-21,6916.5
2006-08-28,6914.6
2006-09-04,6922.9
2006-09-11,6922.3
2006-09-18,6924.9
2006-09-25,6936.4
2006-10-02,6948.1
2006-10-09,6973.1
2006-10-16,6980.8
2006-10-23,6987.6
2006-10-30,6985.3
2006-11-06,6995.0
2006-11-13,7000.4
2006-11-20,7015.0
2006-11-27,7038.0
2006-12-04,7033.5
2006-12-11,7039.1
2006-12-18,7049.9
2006-12-25,7076.2
2007-01-01,7084.2
2007-01-08,7085.2
2007-01-15,7103.4
2007-01-22,7099.4
2007-01-29,7095.4
2007-02-05,7103.3
2007-02-12,7104.3
2007-02-19,7109.5
2007-02-26,7127.5
2007-03-05,7111.2
2007-03-12,7121.4
2007-03-19,7136.1
2007-03-26,7173.8
2007-04-02,7187.0
2007-04-09,7202.5
2007-04-16,7221.8
2007-04-23,7236.5
2007-04-30,7218.8
2007-05-07,7222.4
2007-05-14,7224.5
2007-05-21,7236.7
2007-05-28,7236.2
2007-06-04,7244.3
2007-06-11,7253.9
2007-06-18,7263.4
2007-06-25,7273.0
2007-07-02,7285.3
2007-07-09,7279.9
2007-07-16,7291.3
2007-07-23,7300.3
2007-07-30,7306.3
2007-08-06,7323.3
2007-08-13,7343.2
2007-08-20,7380.1
2007-08-27,7417.2
2007-09-03,7396.0
2007-09-10,7384.1
2007-09-17,7388.5
2007-09-24,7386.4
2007-10-01,7396.5
2007-10-08,7403.0
2007-10-15,7392.2
2007-10-22,7393.3
2007-10-29,7423.6
2007-11-05,7409.7
2007-11-12,7408.9
2007-11-19,7427.9
2007-11-26,7453.1
2007-12-03,7441.9
2007-12-10,7454.0
2007-12-17,7457.1
2007-12-24,7461.2
2007-12-31,7468.3
2008-01-07,7464.4
2008-01-14,7460.2
2008-01-21,7491.6
2008-01-28,7526.2
2008-02-04,7554.4
2008-02-11,7563.7
2008-02-18,7565.6
2008-02-25,7597.3
2008-03-03,7607.2
2008-03-10,7620.4
2008-03-17,7644.9
2008-03-24,7659.5
2008-03-31,7661.6
2008-04-07,7680.6
2008-04-14,7682.6
2008-04-21,7706.9
2008-04-28,7675.9
2008-05-05,7674.1
2008-05-12,7688.0
2008-05-19,7695.0
2008-05-26,7715.5
2008-06-02,7712.7
2008-06-09,7710.4
2008-06-16,7711.6
2008-06-23,7718.6
2008-06-30,7717.4
2008-07-07,7739.2
2008-07-14,7749.7
2008-07-21,7776.3
2008-07-28,7774.1
2008-08-04,7776.2
2008-08-11,7782.4
2008-08-18,7772.2
2008-08-25,7778.9
2008-09-01,7772.1
2008-09-08,7753.1
2008-09-15,7768.7
2008-09-22,7929.5
2008-09-29,7936.8
2008-10-06,7906.0
2008-10-13,7948.7
2008-10-20,7992.1
2008-10-27,7964.8
2008-11-03,7957.5
2008-11-10,7971.0
2008-11-17,7989.1
2008-11-24,8018.3
2008-12-01,8074.3
2008-12-08,8131.8
2008-12-15,8173.0
2008-12-22,8202.1
2008-12-29,8217.6
2009-01-05,8249.0
2009-01-12,8244.8
2009-01-19,8258.4
2009-01-26,8284.3
2009-02-02,8281.0
2009-02-09,8284.8
2009-02-16,8288.9
2009-02-23,8291.8
2009-03-02,8313.7
2009-03-09,8350.8
2009-03-16,8384.7
2009-03-23,8372.8
2009-03-30,8340.4
2009-04-06,8341.9
2009-04-13,8350.5
2009-04-20,8363.0
2009-04-27,8370.9
2009-05-04,8399.3
2009-05-11,8414.1
2009-05-18,8415.2
2009-05-25,8428.6
2009-06-01,8429.6
2009-06-08,8440.0
2009-06-15,8439.4
2009-06-22,8430.7
2009-06-29,8403.7
2009-07-06,8420.0
2009-07-13,8422.8
2009-07-20,8435.1
2009-07-27,8451.0
2009-08-03,8435.2
2009-08-10,8443.7
2009-08-17,8444.6
2009-08-24,8418.0
2009-08-31,8422.7
2009-09-07,8424.2
2009-09-14,8436.1
2009-09-21,8434.3
2009-09-28,8431.5
2009-10-05,8435.8
2009-10-12,8449.3
2009-10-19,8464.4
2009-10-26,8471.3
2009-11-02,8469.7
2009-11-09,8485.1
2009-11-16,8491.1
2009-11-23,8492.4
2009-11-30,8492.1
2009-12-07,8505.8
2009-12-14,8496.1
2009-12-21,8483.0
2009-12-28,8469.8
2010-01-04,8438.9
2010-01-11,8432.0
2010-01-18,8436.1
2010-01-25,8454.8
2010-02-01,8468.9
2010-02-08,8474.8
2010-02-15,8508.6
2010-02-22,8507.9
2010-03-01,8495.2
2010-03-08,8486.6
2010-03-15,8491.3
2010-03-22,8490.5
2010-03-29,8498.1
2010-04-05,8508.0
2010-04-12,8515.9
2010-04-19,8509.5
2010-04-26,8537.4
2010-05-03,8553.5
2010-05-10,8564.2
2010-05-17,8587.3
2010-05-24,8573.1
2010-05-31,8597.1
2010-06-07,8596.9
2010-06-14,8584.8
2010-06-21,8606.6
2010-06-28,8606.1
2010-07-05,8574.2
2010-07-12,8595.7
2010-07-19,8602.2
2010-07-26,8624.1
2010-08-02,8635.8
2010-08-09,8649.2
2010-08-16,8656.6
2010-08-23,8656.9
2010-08-30,8668.4
2010-09-06,8673.9
2010-09-13,8683.7
2010-09-20,8683.3
2010-09-27,8697.4
2010-10-04,8714.5
2010-10-11,8733.8
2010-10-18,8740.2
2010-10-25,8741.7
2010-11-01,8746.6
2010-11-08,8744.7
2010-11-15,8750.0
2010-11-22,8761.6
2010-11-29,8774.4
2010-12-06,8771.2
2010-12-13,8783.8
2010-12-20,8791.1
2010-12-27,8811.1
2011-01-03,8787.6
2011-01-10,8808.6
2011-01-17,8853.7
2011-01-24,8821.3
2011-01-31,8837.8
2011-02-07,8857.3
2011-02-14,8864.6
2011-02-21,8878.6
2011-02-28,8885.9
2011-03-07,8898.9
2011-03-14,8901.5
2011-03-21,8920.6
2011-03-28,8932.0
2011-04-04,8941.8
2011-04-11,8951.2
2011-04-18,8970.8
2011-04-25,9004.5
2011-05-02,9018.7
2011-05-09,9017.3
2011-05-16,9027.0
2011-05-23,9029.3
2011-05-30,9044.9
2011-06-06,9046.6
2011-06-13,9061.1
2011-06-20,9104.4
2011-06-27,9183.1
2011-07-04,9230.1
2011-07-11,9240.4
2011-07-18,9266.6
2011-07-25,9307.8
2011-08-01,9454.2
2011-08-08,9480.7
2011-08-15,9509.2
2011-08-22,9537.3
2011-08-29,9536.9
2011-09-05,9535.4
2011-09-12,9529.6
2011-09-19,9525.9
2011-09-26,9553.7
2011-10-03,9563.8
2011-10-10,9570.8
2011-10-17,9579.6
2011-10-24,9560.3
2011-10-31,9578.8
2011-11-07,9602.6
2011-11-14,9620.5
2011-11-21,9608.1
2011-11-28,9615.3
2011-12-05,9625.5
2011-12-12,9646.4
2011-12-19,9639.3
2011-12-26,9639.8
2012-01-02,9717.0
2012-01-09,9722.9
2012-01-16,9733.8
2012-01-23,9729.2
2012-01-30,9737.3
2012-02-06,9752.3
2012-02-13,9772.5
2012-02-20,9778.1
2012-02-27,9779.9
2012-03-05,9801.4
2012-03-12,9811.1
2012-03-19,9805.0
2012-03-26,9826.6
2012-04-02,9850.5
2012-04-09,9864.9
2012-04-16,9881.3
2012-04-23,9863.6
